,customerID,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,SeniorCitizen,tenure,MonthlyCharges,TotalCharges
2046,2538-OIMXF,Female,No,Yes,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,0.0,1.0,24.7,24.7
2047,8543-MSDMF,Male,No,No,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,0.0,3.0,77.4,206.15
2048,9961-JBNMK,Male,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,1.0,21.0,96.8,2030.3
2049,1170-SASML,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,0.0,69.0,85.4,5869.4
2050,4872-JCVCA,Female,Yes,No,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),No,0.0,71.0,47.6,3377.8
2051,5346-BZCHP,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,No,0.0,69.0,19.4,1346.2
2052,2038-LLMLM,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No,0.0,48.0,103.85,4946.05
2053,6173-ITPWD,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,0.0,47.0,83.35,4065.0
2054,9734-UYXQI,Female,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,0.0,2.0,49.4,106.55
2055,1216-BGTSP,Male,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,0.0,45.0,108.45,4964.7
2056,4138-NAXED,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,0.0,51.0,81.0,4085.75
2057,2189-UXTKY,Female,Yes,No,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,0.0,22.0,79.2,1742.75
2058,0744-BIKKF,Male,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,0.0,72.0,86.65,6224.8
2059,7483-IQWIB,Male,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,No,0.0,37.0,92.95,3415.25
2060,5248-KWLAR,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,No,0.0,71.0,90.35,6325.25
2061,4958-GZWIY,Male,Yes,Yes,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,Yes,0.0,7.0,48.7,340.25
2062,7996-MHXLW,Female,No,No,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),No,0.0,66.0,25.15,1683.6
2063,7833-PKIHD,Male,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No,0.0,51.0,76.4,3966.3
2064,7061-OVMIM,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),No,0.0,30.0,19.55,608.5
2065,5153-RTHKF,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,No,0.0,34.0,85.35,2896.6
2066,1852-QSWCD,Male,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,No,0.0,64.0,24.8,1514.85
2067,4832-VRBMR,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No,1.0,65.0,103.15,6792.45
2068,9079-LWTFD,Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,No,0.0,47.0,100.75,4669.2
2069,6356-ELRKD,Female,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,0.0,1.0,95.6,95.6
2070,8624-GIOUT,Female,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes,0.0,49.0,59.75,2934.3
2071,3392-EHMNK,Female,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),No,0.0,67.0,94.1,6302.8
2072,5986-WWXDV,Male,No,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),No,0.0,39.0,19.35,779.2
2073,3061-BCKYI,Male,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,0.0,14.0,19.9,283.75
2074,6179-GJPSO,Female,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes,1.0,43.0,108.15,4600.7
2075,7901-TBKJX,Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,1.0,56.0,101.05,5594.0
2076,7228-PAQPD,Female,No,No,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),No,0.0,14.0,59.1,772.85
2077,3177-LASXD,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,0.0,1.0,71.35,71.35
2078,7746-QYVCO,Male,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,No,0.0,16.0,55.85,857.8
2079,5804-HYIEZ,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,0.0,70.0,106.05,7554.05
2080,9919-FZDED,Male,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),No,1.0,72.0,84.1,5981.65
2081,5934-TSSAU,Female,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),No,0.0,23.0,75.3,1702.9
2082,3486-KHMLI,Male,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,0.0,21.0,24.7,467.15
2083,4897-QSUYC,Female,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,0.0,1.0,20.15,20.15
2084,1084-UQCHV,Male,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes,0.0,1.0,69.75,69.75
2085,8290-YWKHZ,Female,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,1.0,32.0,93.2,2931.0
2086,2955-BJZHG,Male,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,Yes,0.0,17.0,80.85,1400.85
2087,3806-DXQOM,Female,No,No,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,0.0,4.0,33.65,137.85
2088,6784-XYJAE,Female,No,No,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,No,0.0,36.0,55.8,1941.5
2089,3933-DQPWX,Female,No,No,No,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),No,0.0,50.0,39.7,1932.75
2090,6661-EIPZC,Female,Yes,Yes,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),No,0.0,48.0,29.5,1423.05
2091,8957-THMOA,Female,No,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),No,0.0,50.0,20.15,970.85
2092,2251-PYLPB,Male,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),No,0.0,72.0,79.55,5810.9
2093,5555-RNPGT,Male,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No,0.0,10.0,24.8,223.9
2094,1057-FOGLZ,Female,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,0.0,18.0,19.65,391.7
2095,9300-RENDD,Male,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,0.0,1.0,79.95,79.95
2096,0761-AETCS,Female,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,0.0,1.0,19.3,19.3
2097,8087-LGYHQ,Male,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,0.0,9.0,94.05,811.65
2098,4137-BTIKL,Male,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,No,0.0,2.0,90.75,174.75
2099,2190-BCXEC,Female,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),No,0.0,40.0,78.85,3126.85
2100,6227-FBDXH,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),No,0.0,69.0,99.5,6841.45
2101,2153-MREFK,Female,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,Yes,0.0,37.0,99.2,3754.6
2102,2911-WDXMV,Male,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),No,0.0,18.0,80.55,1406.65
2103,7206-PQBBZ,Male,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,1.0,11.0,70.2,834.7
2104,3106-ULWFW,Female,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes,0.0,8.0,85.2,627.4
2105,0925-VYDLG,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,0.0,3.0,75.25,242.0
2106,4547-FZJWE,Male,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),No,0.0,55.0,59.45,3157.0
2107,7422-WNBTY,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No,0.0,33.0,93.35,3092.0
2108,0842-IWYCP,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,0.0,46.0,44.95,2168.9
2109,3521-HTQTV,Male,No,No,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,0.0,34.0,26.1,980.35
2110,3744-ZBHON,Female,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,No,0.0,3.0,20.2,65.95
2111,3373-DIUUN,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,No,0.0,30.0,21.25,711.9
2112,8383-SGHJU,Female,No,No,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,No,0.0,33.0,59.4,1952.8
2113,7607-QKKTJ,Male,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),No,0.0,45.0,95.0,4368.85
2114,7707-PYBBH,Male,No,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,No,0.0,40.0,61.9,2647.1
2115,8984-HPEMB,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,0.0,71.0,118.65,8477.6
2116,4349-GFQHK,Male,No,No,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,Yes,0.0,1.0,54.35,54.35
2117,4139-DETXS,Female,Yes,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,0.0,72.0,64.45,4528.0
2118,9779-DPNEJ,Female,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,0.0,22.0,80.15,1790.65
2119,9805-FILKB,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),No,0.0,46.0,20.2,845.6
2120,5793-YOLJN,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,No,0.0,55.0,21.0,1210.3
2121,0673-IGUQO,Male,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,0.0,1.0,20.45,20.45
2122,4123-FCVCB,Female,No,No,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,No,0.0,12.0,75.85,854.45
2123,8819-IMISP,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,No,0.0,31.0,80.45,2429.1
2124,7802-EFKNY,Male,Yes,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,0.0,5.0,24.95,100.4
2125,8311-UEUAB,Female,Yes,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,No,0.0,67.0,75.5,5229.45
2126,5858-EAFCZ,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,0.0,1.0,44.45,44.45
2127,8035-BUYVG,Male,Yes,No,No,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,Yes,0.0,40.0,42.35,1716.45
2128,1163-ONYEY,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No,0.0,41.0,74.55,3023.55
2129,9787-XVQIU,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,0.0,1.0,75.3,75.3
2130,8945-MUQUF,Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,Yes,0.0,51.0,94.8,4837.6
2131,5656-MJEFC,Male,Yes,Yes,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),No,0.0,42.0,48.15,2032.3
2132,6082-OQFBA,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,No,0.0,23.0,19.65,436.9
2133,8051-HJRLT,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1.0,1.0,70.55,70.55
2134,8974-OVACP,Female,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,0.0,1.0,20.15,20.15
2135,4010-YLMVT,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,0.0,56.0,106.6,5893.95
2136,1379-FRVEB,Male,No,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,0.0,15.0,91.0,1430.05
2137,8612-GXIDD,Male,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),No,0.0,12.0,25.4,313.0
2138,6288-CHQJB,Female,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),No,0.0,54.0,69.95,3871.85
2139,8160-HOWOX,Female,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,0.0,7.0,66.85,458.1
2140,3023-GFLBR,Female,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),Yes,0.0,33.0,86.15,2745.7
2141,6648-INWPS,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,No,0.0,16.0,20.15,341.35
2142,4223-BKEOR,Female,No,Yes,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,No,0.0,21.0,64.85,1336.8
2143,4079-VTGLK,Male,Yes,No,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,No,1.0,30.0,74.85,2181.75
2144,1763-WQFUK,Male,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,No,0.0,3.0,50.5,147.75
2145,1391-UBDAR,Male,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,No,0.0,11.0,72.9,818.45
2146,8894-JVDCV,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No,0.0,62.0,115.05,7133.45
2147,2023-VQFDL,Male,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,No,0.0,18.0,19.0,348.8
2148,1345-GKDZZ,Male,No,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,0.0,6.0,19.55,128.6
2149,2014-MKGMH,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,No,0.0,46.0,101.1,4674.4
2150,5628-FCGYG,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,0.0,21.0,84.1,1737.45
2151,2560-WBWXF,Male,No,No,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),No,0.0,68.0,24.15,1498.85
2152,0248-IPDFW,Female,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,0.0,1.0,50.1,50.1
2153,7978-DKUQH,Female,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,No,0.0,25.0,74.6,1797.75
2154,4335-UPJSI,Female,No,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,No,0.0,24.0,19.75,498.1
2155,0524-IAVZO,Female,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,0.0,30.0,85.0,2624.25
2156,2737-YNGYW,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,Yes,0.0,2.0,80.55,184.1
2157,1784-EZDKJ,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No,0.0,51.0,106.8,5498.8
2158,9297-FVVDH,Female,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,0.0,57.0,84.5,4845.4
2159,8007-YYPWD,Female,No,No,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,0.0,15.0,25.05,369.1
2160,7101-HRBLJ,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,0.0,72.0,83.7,6096.9
2161,5159-YFPKQ,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes,0.0,2.0,75.8,160.75
2162,6635-CPNUN,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),No,0.0,28.0,96.6,2684.35
2163,4021-RQSNY,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,1.0,29.0,98.5,3004.15
2164,5453-YBTWV,Male,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),No,0.0,70.0,101.1,6994.8
2165,5039-LZRQT,Female,No,No,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,No,0.0,13.0,20.2,273.25
2166,2931-VUVJN,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,No,1.0,59.0,94.05,5483.9
2167,9061-TIHDA,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,1.0,13.0,95.25,1233.65
2168,8699-ASUFO,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,1.0,7.0,74.4,527.9
2169,6418-PIQSP,Female,Yes,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,No,0.0,62.0,81.0,4985.9
2170,8220-OCUFY,Female,No,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,No,0.0,21.0,60.25,1258.35
2171,3995-WFCSM,Female,No,No,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,No,0.0,2.0,60.85,111.4
2172,1895-QTKDO,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No,0.0,1.0,43.95,43.95
2173,2038-OEQZH,Male,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,No,0.0,4.0,86.05,308.1
2174,1178-PZGAB,Female,No,No,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),No,0.0,19.0,20.25,383.65
2175,7927-AUXBZ,Female,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,Yes,0.0,30.0,85.15,2555.9
2176,2626-VEEWG,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),No,0.0,67.0,19.4,1284.2
2177,2878-RMWXY,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),No,1.0,72.0,102.65,7550.3
2178,1657-DYMBM,Male,Yes,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),No,0.0,53.0,19.9,1110.05
2179,7311-MQJCH,Female,No,No,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,No,0.0,5.0,19.55,99.6
2180,7375-WMVMT,Male,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),No,1.0,71.0,95.5,6707.15
2181,1136-XGEQU,Female,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No,0.0,50.0,84.15,4164.4
2182,2530-FMFXO,Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,0.0,56.0,103.2,5873.75
2183,6844-DZKRF,Male,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),No,0.0,2.0,50.2,109.25
2184,4695-WJZUE,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,1.0,2.0,88.55,179.25
2185,7619-ODSGN,Male,Yes,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,0.0,24.0,54.75,1338.15
2186,5970-GHJAW,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),No,0.0,46.0,19.95,862.4
2187,8879-XUAHX,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,0.0,71.0,116.25,8564.75
2188,3689-MOZGR,Female,No,No,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,No,0.0,29.0,31.2,926.2
2189,4195-PNGZS,Male,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,0.0,69.0,24.45,1718.2
2190,5003-XZWWO,Male,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,0.0,71.0,84.2,5956.85
2191,3988-RQIXO,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,1.0,1.0,91.3,91.3
2192,7622-FWGEW,Male,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,1.0,56.0,85.65,4824.45
2193,6922-NCEDI,Male,No,Yes,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,No,0.0,56.0,21.2,1238.65
2194,2514-GINMM,Male,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,0.0,1.0,79.5,79.5
2195,9891-NQDBD,Female,Yes,No,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,No,0.0,28.0,25.55,672.2
2196,6131-IUNXN,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,0.0,19.0,20.2,382.2
2197,8548-AWOFC,Male,Yes,No,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,No,0.0,66.0,63.85,4264.6
2198,9798-DRYDS,Female,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,No,0.0,17.0,61.95,1070.7
2199,8532-UEFWH,Male,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,No,0.0,52.0,25.75,1345.85
2200,6296-DDOOR,Female,No,No,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,No,0.0,19.0,58.2,1045.25
2201,7951-VRDVK,Female,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),No,0.0,36.0,85.85,3003.55
2202,5931-FLJJF,Male,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,1.0,7.0,70.1,467.55
2203,4815-YOSUK,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),No,0.0,72.0,104.9,7537.5
2204,2659-VXMWZ,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,Yes,0.0,67.0,111.3,7482.1
2205,0380-NEAVX,Male,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,No,1.0,34.0,99.85,3343.15
2206,3207-OYBWH,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,1.0,57.0,95.25,5427.05
2207,4285-GYRQC,Female,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,0.0,7.0,86.25,587.1
2208,7216-EWTRS,Female,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,1.0,1.0,100.8,100.8
2209,4365-MSDYN,Male,Yes,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,0.0,8.0,19.55,161.15
2210,7036-TYDEC,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,No,0.0,69.0,104.0,7028.5
2211,5802-ADBRC,Female,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,No,0.0,50.0,104.4,5232.9
